Rank,Title,Issn,SJR
15105,International Journal of the Analytic Hierarchy Process,1936-6744,0.321
15106,Journal of Applied School Psychology,1537-7903,0.321
15106,Journal of Applied School Psychology,1537-7911,0.321
15107,"Journal of Dental Research, Dental Clinics, Dental Prospects",2008-210X,0.321
15107,"Journal of Dental Research, Dental Clinics, Dental Prospects",2008-2118,0.321
15108,Journal of Nonlinear Mathematical Physics,1402-9251,0.321
15108,Journal of Nonlinear Mathematical Physics,1776-0852,0.321
15109,"Journal of Physical Education, Recreation and Dance",0730-3084,0.321
15109,"Journal of Physical Education, Recreation and Dance",2168-3816,0.321
15110,Journal of the Geological Society of India,0016-7622,0.321
15110,Journal of the Geological Society of India,0974-6889,0.321
15111,Journal of the Royal Society of Western Australia,0035-922X,0.321
15112,Philosophia (United States),0048-3893,0.321
15112,Philosophia (United States),1574-9274,0.321
15113,Physics of Metals and Metallography,0031-918X,0.321
15113,Physics of Metals and Metallography,1555-6190,0.321
15114,Plastic and Aesthetic Research,2347-9264,0.321
15114,Plastic and Aesthetic Research,2349-6150,0.321
15115,Sankhya A,0976-836X,0.321
15115,Sankhya A,0976-8378,0.321
15116,Seminaire Lotharingien de Combinatoire,1286-4889,0.321
15117,Shuili Xuebao/Journal of Hydraulic Engineering,0559-9350,0.321
15118,Structural Chemistry,1572-9001,0.321
15118,Structural Chemistry,1040-0400,0.321
15119,Transformation,1759-8931,0.321
15119,Transformation,0265-3788,0.321
15120,Turkish Archives of Pediatrics,2757-6256,0.321
15121,Turkish Journal of Fisheries and Aquatic Sciences,1303-2712,0.321
15122,Accounting and the Public Interest,1530-9320,0.32
15123,Australian Universities Review,2208-5394,0.32
15123,Australian Universities Review,0818-8068,0.32
15124,Climate Research,1616-1572,0.32
15124,Climate Research,0936-577X,0.32
15125,Electric Power Engineering Technology,2096-3203,0.32
15126,Environmental Quality Management,1520-6483,0.32
15126,Environmental Quality Management,1088-1913,0.32
15127,Exploration of Medicine,2692-3106,0.32
15128,Family Court Review,1531-2445,0.32
15128,Family Court Review,1744-1617,0.32
15129,Harvard Papers in Botany,1043-4534,0.32
15129,Harvard Papers in Botany,1938-2944,0.32
15130,IDCases,2214-2509,0.32
15131,International Aquatic Research,2008-6970,0.32
15131,International Aquatic Research,2008-4935,0.32
15132,International Journal of Ceramic Engineering and Science,2578-3270,0.32
15133,International Journal of Housing Markets and Analysis,1753-8270,0.32
15133,International Journal of Housing Markets and Analysis,1753-8289,0.32
15134,International Journal of Training Research,1448-0220,0.32
15135,Journal fur Verbraucherschutz und Lebensmittelsicherheit,1661-5751,0.32
15136,Journal of Dentistry: X,2589-7004,0.32
15137,Journal of Developing Societies,0169-796X,0.32
15138,Journal of East-West Business,1066-9868,0.32
15138,Journal of East-West Business,1528-6959,0.32
15139,"Journal of Military, Veteran and Family Health",2368-7924,0.32
15140,Legume Research,0250-5371,0.32
15140,Legume Research,0976-0571,0.32
15141,Mammal Study,1348-6160,0.32
15141,Mammal Study,1343-4152,0.32
15142,Mechanics and Industry,2257-7777,0.32
15142,Mechanics and Industry,2257-7750,0.32
15143,Nordic Journal of Linguistics,0332-5865,0.32
15143,Nordic Journal of Linguistics,1502-4717,0.32
15144,Polymer Crystallization,2573-7619,0.32
15145,Psychological Science and Education,1814-2052,0.32
15145,Psychological Science and Education,2311-7273,0.32
15146,Soft Materials,1539-4468,0.32
15146,Soft Materials,1539-445X,0.32
15147,T'oung Pao,1568-5322,0.32
15147,T'oung Pao,0082-5433,0.32
15148,Traffic Safety Research,2004-3082,0.32
15149,Astronomy Letters,1063-7737,0.319
15149,Astronomy Letters,1562-6873,0.319
15150,Critical Reviews in Oncogenesis,0893-9675,0.319
15151,Current Drug Discovery Technologies,1570-1638,0.319
15151,Current Drug Discovery Technologies,1875-6220,0.319
15152,Fundamenta Informaticae,0169-2968,0.319
15153,Hand Therapy,1758-9983,0.319
15153,Hand Therapy,1758-9991,0.319
15154,Internal Medicine,1349-7235,0.319
15154,Internal Medicine,0918-2918,0.319
15155,Intractable and Rare Diseases Research,2186-361X,0.319
15155,Intractable and Rare Diseases Research,2186-3644,0.319
15156,Journal of Atrial Fibrillation,1941-6911,0.319
15157,Journal of Environmental Horticulture,2573-5586,0.319
15157,Journal of Environmental Horticulture,0738-2898,0.319
15158,Journal of Radiation Protection and Research,2508-1888,0.319
15158,Journal of Radiation Protection and Research,2466-2461,0.319
15159,Law and Policy,0265-8240,0.319
15159,Law and Policy,1467-9930,0.319
15160,Pensamiento Educativo,0719-0409,0.319
15160,Pensamiento Educativo,0717-1013,0.319
15161,Policy and Practice in Health and Safety,1477-3996,0.319
15161,Policy and Practice in Health and Safety,1477-4003,0.319
15162,Polycyclic Aromatic Compounds,1563-5333,0.319
15162,Polycyclic Aromatic Compounds,1040-6638,0.319
15163,Revista Espanola de Sociologia,1578-2824,0.319
15164,Theory and Practice of Legislation,2050-8859,0.319
15164,Theory and Practice of Legislation,2050-8840,0.319
15165,Transport,1648-4142,0.319
15165,Transport,1648-3480,0.319
15166,Western Journal of Communication,1057-0314,0.319
15167,Zeitschrift fur Assyriologie und Vorderasiastische Archaeologie,0084-5299,0.319
15167,Zeitschrift fur Assyriologie und Vorderasiastische Archaeologie,1613-1150,0.319
15168,Acta Botanica Croatica,0365-0588,0.318
15168,Acta Botanica Croatica,1847-8476,0.318
15169,Actas Espanolas de Psiquiatria,1578-2735,0.318
15169,Actas Espanolas de Psiquiatria,1139-9287,0.318
15170,Arktika: Ekologia i Ekonomika,2223-4594,0.318
15171,Asia-Pacific Journal of Accounting and Economics,2164-2257,0.318
15171,Asia-Pacific Journal of Accounting and Economics,1608-1625,0.318
15172,BioResources,1930-2126,0.318
15173,Brazilian Journal of Political Economy,1809-4538,0.318
15173,Brazilian Journal of Political Economy,0101-3157,0.318
15174,Clinical advances in periodontics,2573-8046,0.318
15174,Clinical advances in periodontics,2163-0097,0.318
15175,Comechingonia,0326-7911,0.318
15175,Comechingonia,2250-7728,0.318
15176,Current Organic Synthesis,1875-6271,0.318
15176,Current Organic Synthesis,1570-1794,0.318
15177,Gene Expression Patterns,1567-133X,0.318
15177,Gene Expression Patterns,1872-7298,0.318
15178,IEEE Industry Applications Magazine,1077-2618,0.318
15179,International Electronic Journal of Algebra,1306-6048,0.318
15180,International Journal of Differential Equations,1687-9651,0.318
15180,International Journal of Differential Equations,1687-9643,0.318
15181,International Journal of Human Rights,1364-2987,0.318
15182,International Journal of Lexicography,0950-3846,0.318
15183,International Journal of Medicinal Mushrooms,1521-9437,0.318
15184,Journal of Agricultural Engineering,2239-6268,0.318
15184,Journal of Agricultural Engineering,1974-7071,0.318
15185,Journal of Applied Security Research,1936-1629,0.318
15185,Journal of Applied Security Research,1936-1610,0.318
15186,Journal of Contemporary Dental Practice,1526-3711,0.318
15187,Journal of Irrigation and Drainage Engineering - ASCE,0733-9437,0.318
15187,Journal of Irrigation and Drainage Engineering - ASCE,1943-4774,0.318
15188,Journal of Nuclear Medicine Technology,1535-5675,0.318
15188,Journal of Nuclear Medicine Technology,0091-4916,0.318
15189,Journal of Obstetrics and Gynecology of India,0971-9202,0.318
15189,Journal of Obstetrics and Gynecology of India,0975-6434,0.318
15190,"Journal of Optimization, Differential Equations and their Applications",2663-6824,0.318
15190,"Journal of Optimization, Differential Equations and their Applications",2617-0108,0.318
15191,NeuroRegulation,2373-0587,0.318
15192,Novosti Sistematiki Nizshikh Rastenii,0568-5435,0.318
15193,Pediatric Neurosurgery,1016-2291,0.318
15193,Pediatric Neurosurgery,1423-0305,0.318
15194,Proceedings of the International Conference on New Interfaces for Musical Expression,2220-4792,0.318
15194,Proceedings of the International Conference on New Interfaces for Musical Expression,2220-4806,0.318
15195,Transplantation Proceedings,0041-1345,0.318
15195,Transplantation Proceedings,1873-2623,0.318
15196,Volksgeist: Jurnal Ilmu Hukum dan Konstitusi,2615-174X,0.318
15196,Volksgeist: Jurnal Ilmu Hukum dan Konstitusi,2615-5648,0.318
15197,Water Resources,0097-8078,0.318
15197,Water Resources,1608-344X,0.318
15198,Zygon,0591-2385,0.318
15198,Zygon,1467-9744,0.318
15199,Annals of Emerging Technologies in Computing,2516-029X,0.317
15199,Annals of Emerging Technologies in Computing,2516-0281,0.317
15200,Assay and Drug Development Technologies,1540-658X,0.317
15200,Assay and Drug Development Technologies,1557-8127,0.317
15201,Canadian Journal of Criminology and Criminal Justice,1707-7753,0.317
15201,Canadian Journal of Criminology and Criminal Justice,1911-0219,0.317
15202,Ciudades,2445-3943,0.317
15203,Computer Science and Information Systems,2406-1018,0.317
15203,Computer Science and Information Systems,1820-0214,0.317
15204,Critical Care Nursing Quarterly,1550-5111,0.317
15204,Critical Care Nursing Quarterly,0887-9303,0.317
15205,Critical Pathways in Cardiology,1535-2811,0.317
15205,Critical Pathways in Cardiology,1535-282X,0.317
15206,Discrete Dynamics in Nature and Society,1026-0226,0.317
15206,Discrete Dynamics in Nature and Society,1607-887X,0.317
15207,E a M: Ekonomie a Management,1212-3609,0.317
15208,Energy Harvesting and Systems,2329-8774,0.317
15208,Energy Harvesting and Systems,2329-8766,0.317
15209,Ethics and Education,1744-9642,0.317
15209,Ethics and Education,1744-9650,0.317
15210,Folia Morphologica,0015-5659,0.317
15210,Folia Morphologica,1644-3284,0.317
15211,Forests Trees and Livelihoods,1472-8028,0.317
15212,Indian Journal of Physics,0973-1458,0.317
15212,Indian Journal of Physics,0974-9845,0.317
15213,International Journal of Business Innovation and Research,1751-0252,0.317
15213,International Journal of Business Innovation and Research,1751-0260,0.317
15214,International Journal of Knowledge and Systems Science,1947-8216,0.317
15214,International Journal of Knowledge and Systems Science,1947-8208,0.317
15215,Irish Journal of Sociology,2050-5280,0.317
15215,Irish Journal of Sociology,0791-6035,0.317
15216,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2194-9042,0.317
15216,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",2194-9050,0.317
15217,Journal of Balkan and Near Eastern Studies,1944-8953,0.317
15217,Journal of Balkan and Near Eastern Studies,1944-8961,0.317
15218,Journal of Current Glaucoma Practice,0974-0333,0.317
15218,Journal of Current Glaucoma Practice,0975-1947,0.317
15219,Journal of Earthquake and Tsunami,1793-7116,0.317
15219,Journal of Earthquake and Tsunami,1793-4311,0.317
15220,Journal of Lie Theory,0949-5932,0.317
15221,Journal of Maxillofacial and Oral Surgery,0974-942X,0.317
15221,Journal of Maxillofacial and Oral Surgery,0972-8279,0.317
15222,Journal of Pollination Ecology,1920-7603,0.317
15223,Journal of Psychology in Africa,1433-0237,0.317
15224,Journal of Surfactants and Detergents,1558-9293,0.317
15224,Journal of Surfactants and Detergents,1097-3958,0.317
15225,Materia Socio-Medica,1512-7680,0.317
15225,Materia Socio-Medica,1986-597X,0.317
15226,Mechanical Sciences,2191-916X,0.317
15226,Mechanical Sciences,2191-9151,0.317
15227,Medical Problems of Performing Artists,1938-2766,0.317
15227,Medical Problems of Performing Artists,0885-1158,0.317
15228,Modelling,2673-3951,0.317
15229,Polar Journal,2154-8978,0.317
15229,Polar Journal,2154-896X,0.317
15230,Progress In Electromagnetics Research B,1937-6472,0.317
15231,Social Identities,1363-0296,0.317
15231,Social Identities,1350-4630,0.317
15232,Stochastics and Quality Control,2367-2390,0.317
15232,Stochastics and Quality Control,2367-2404,0.317
15233,Travaux du Museum National d'Histoire Naturelle Grigore Antipa,2247-0735,0.317
15233,Travaux du Museum National d'Histoire Naturelle Grigore Antipa,1223-2254,0.317
15234,African Journal of Laboratory Medicine,2225-2002,0.316
15234,African Journal of Laboratory Medicine,2225-2010,0.316
15235,Anais da Academia Brasileira de Ciencias,0001-3765,0.316
15235,Anais da Academia Brasileira de Ciencias,1678-2690,0.316
15236,Archaeologiae,1724-2274,0.316
15236,Archaeologiae,1723-5804,0.316
15237,Asia and the Pacific Policy Studies,2050-2680,0.316
15238,Asian Journal for Public Opinion Research,2288-6168,0.316
15239,Atlas of the Oral and Maxillofacial Surgery Clinics of North America,1558-4275,0.316
15239,Atlas of the Oral and Maxillofacial Surgery Clinics of North America,1061-3315,0.316
15240,Cellular Reprogramming,2152-4998,0.316
15240,Cellular Reprogramming,2152-4971,0.316
15241,French Politics,1476-3427,0.316
15241,French Politics,1476-3419,0.316
15242,Functions of Language,0929-998X,0.316
15243,History and Anthropology,1477-2612,0.316
15243,History and Anthropology,0275-7206,0.316
15244,IEEE International Conference on Fuzzy Systems,1098-7584,0.316
15245,International Journal of Computational Science and Engineering,1742-7185,0.316
15245,International Journal of Computational Science and Engineering,1742-7193,0.316
15246,"International Journal of Image, Graphics and Signal Processing",2074-9074,0.316
15246,"International Journal of Image, Graphics and Signal Processing",2074-9082,0.316
15247,Issues and Studies,2529-802X,0.316
15247,Issues and Studies,1013-2511,0.316
15248,JMV-Journal de Medecine Vasculaire,2542-4513,0.316
15249,Journal of Addictions and Offender Counseling,1055-3835,0.316
15249,Journal of Addictions and Offender Counseling,2161-1874,0.316
15250,Journal of Anaesthesiology Clinical Pharmacology,0970-9185,0.316
15250,Journal of Anaesthesiology Clinical Pharmacology,2231-2730,0.316
15251,"Journal Wuhan University of Technology, Materials Science Edition",1993-0437,0.316
15251,"Journal Wuhan University of Technology, Materials Science Edition",1000-2413,0.316
15252,Medwave,0717-6384,0.316
15253,Monatshefte fur Chemie,0026-9247,0.316
15253,Monatshefte fur Chemie,1434-4475,0.316
15254,Person-Centered and Experiential Psychotherapies,1752-9182,0.316
15254,Person-Centered and Experiential Psychotherapies,1477-9757,0.316
15255,Phytochemistry Letters,1876-7486,0.316
15255,Phytochemistry Letters,1874-3900,0.316
15256,"Reproduction, Fertility and Development",1448-5990,0.316
15256,"Reproduction, Fertility and Development",1031-3613,0.316
15257,"Revista de Internet, Derecho y Politica",1699-8154,0.316
15258,Revue de Micropaleontologie,0035-1598,0.316
15259,Russian Journal of Inorganic Chemistry,0036-0236,0.316
15259,Russian Journal of Inorganic Chemistry,1531-8613,0.316
15260,Social Science Japan Journal,1369-1465,0.316
15260,Social Science Japan Journal,1468-2680,0.316
15261,South Asia Multidisciplinary Academic Journal,1960-6060,0.316
15262,State Crime Journal,2046-6056,0.316
15263,Transformation in Higher Education,2519-5638,0.316
15263,Transformation in Higher Education,2415-0991,0.316
15264,Zhongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Central South University (Science and Technology),1672-7207,0.316
15265,Alter,1875-0672,0.315
15265,Alter,1875-0680,0.315
15266,Analisi,2340-5236,0.315
15266,Analisi,0211-2175,0.315
15267,Archives of Environmental Protection,2083-4772,0.315
15267,Archives of Environmental Protection,2083-4810,0.315
15268,Archives of Phytopathology and Plant Protection,0323-5408,0.315
15268,Archives of Phytopathology and Plant Protection,1477-2906,0.315
15269,Bulletin of the Belgian Mathematical Society - Simon Stevin,1370-1444,0.315
15270,Chemical and Biochemical Engineering Quarterly,1846-5153,0.315
15270,Chemical and Biochemical Engineering Quarterly,0352-9568,0.315
15271,Complutum,1131-6993,0.315
15271,Complutum,1988-2327,0.315
15272,Current Fungal Infection Reports,1936-3761,0.315
15272,Current Fungal Infection Reports,1936-377X,0.315
15273,"Environmental Research, Engineering and Management",2029-2139,0.315
15273,"Environmental Research, Engineering and Management",1392-1649,0.315
15274,Fish Pathology,1881-7335,0.315
15274,Fish Pathology,0388-788X,0.315
15275,History of European Ideas,0191-6599,0.315
15275,History of European Ideas,1873-541X,0.315
15276,Innovation Journal,1715-3816,0.315
15277,International Journal of Advances in Intelligent Informatics,2548-3161,0.315
15277,International Journal of Advances in Intelligent Informatics,2442-6571,0.315
15278,International Journal of Agriculture and Biosciences,2306-3599,0.315
15278,International Journal of Agriculture and Biosciences,2305-6622,0.315
15279,International Journal of Emergency Services,2047-0908,0.315
15279,International Journal of Emergency Services,2047-0894,0.315
15280,International Journal of Energy Production and Management,2056-3280,0.315
15280,International Journal of Energy Production and Management,2056-3272,0.315
15281,Journal of Forensic Odonto-Stomatology,2219-6749,0.315
15281,Journal of Forensic Odonto-Stomatology,0258-414X,0.315
15282,Journal of Sulfur Chemistry,1741-5993,0.315
15283,Journal of The Institution of Engineers (India): Series B,2250-2114,0.315
15283,Journal of The Institution of Engineers (India): Series B,2250-2106,0.315
15284,Journal of Ultrasonography,2451-070X,0.315
15284,Journal of Ultrasonography,2084-8404,0.315
15285,MCB Molecular and Cellular Biomechanics,1556-5300,0.315
15285,MCB Molecular and Cellular Biomechanics,1556-5297,0.315
15286,Metron,0026-1424,0.315
15286,Metron,2281-695X,0.315
15287,Modern China,1552-6836,0.315
15287,Modern China,0097-7004,0.315
15288,Radio Journal,1476-4504,0.315
15288,Radio Journal,2040-1388,0.315
15289,Renal Replacement Therapy,2059-1381,0.315
15290,Revista Brasileira de Ciencia Avicola / Brazilian Journal of Poultry Science,1806-9061,0.315
15290,Revista Brasileira de Ciencia Avicola / Brazilian Journal of Poultry Science,1516-635X,0.315
15291,Rheedea,0971-2313,0.315
15292,RMLE Online,1940-4476,0.315
15293,Smith College Studies in Social Work,1553-0426,0.315
15293,Smith College Studies in Social Work,0037-7317,0.315
15294,SOCAR Proceedings,2218-6867,0.315
15294,SOCAR Proceedings,2218-8622,0.315
15295,"Synthesis Lectures on Image, Video, and Multimedia Processing",1559-8136,0.315
15296,Theory of Probability and its Applications,0040-585X,0.315
15296,Theory of Probability and its Applications,1095-7219,0.315
15297,Women's Studies in Communication,0749-1409,0.315
15297,Women's Studies in Communication,2152-999X,0.315
15298,Zhongguo Guanxing Jishu Xuebao/Journal of Chinese Inertial Technology,1005-6734,0.315
15299,Acta Geographica Lodziensia,0065-1249,0.314
15300,Arid Zone Research,1001-4675,0.314
15301,Asian Journal of Business Research,2463-4522,0.314
15301,Asian Journal of Business Research,1178-8933,0.314
15302,Asian Pacific Journal of Tropical Medicine,2352-4146,0.314
15302,Asian Pacific Journal of Tropical Medicine,1995-7645,0.314
15303,Bulletin of the Geological Society of Finland,0367-5211,0.314
15304,Ciencia e Tecnica Vitivinicola,2416-3953,0.314
15304,Ciencia e Tecnica Vitivinicola,0254-0223,0.314
15305,Continental Philosophy Review,1387-2842,0.314
15306,Corrosion,0010-9312,0.314
15306,Corrosion,1938-159X,0.314
15307,Current Organic Chemistry,1385-2728,0.314
15307,Current Organic Chemistry,1875-5348,0.314
15308,Eurasian Journal of Soil Science,2147-4249,0.314
15309,Hasanuddin Law Review,2442-9880,0.314
15309,Hasanuddin Law Review,2442-9899,0.314
15310,IDS Bulletin,0265-5012,0.314
15310,IDS Bulletin,1759-5436,0.314
15311,IEEE Magnetics Letters,1949-307X,0.314
15312,International Journal of Analytical Chemistry,1687-8760,0.314
15312,International Journal of Analytical Chemistry,1687-8779,0.314
15313,International Journal of Electronics,1362-3060,0.314
15313,International Journal of Electronics,0020-7217,0.314
15314,International Journal of Offshore and Polar Engineering,1053-5381,0.314
15315,International Review of Electrical Engineering,2533-2244,0.314
15315,International Review of Electrical Engineering,1827-6660,0.314
15316,Inverse Problems in Science and Engineering,1741-5985,0.314
15316,Inverse Problems in Science and Engineering,1741-5977,0.314
15317,Journal of Global Buddhism,1527-6457,0.314
15318,Journal of Landscape Ecology(Czech Republic),1805-4196,0.314
15318,Journal of Landscape Ecology(Czech Republic),1803-2427,0.314
15319,Journal of Media and Religion,1534-8423,0.314
15319,Journal of Media and Religion,1534-8415,0.314
15320,Journal of the South African Veterinary Association,1019-9128,0.314
15320,Journal of the South African Veterinary Association,2224-9435,0.314
15321,Kyungpook Mathematical Journal,1225-6951,0.314
15321,Kyungpook Mathematical Journal,0454-8124,0.314
15322,Microphysiological Systems,2616-275X,0.314
15323,Revista da Associacao Medica Brasileira,0104-4230,0.314
15323,Revista da Associacao Medica Brasileira,1806-9282,0.314
15324,Revista Espanola de Educacion Comparada,1137-8654,0.314
15324,Revista Espanola de Educacion Comparada,2174-5382,0.314
15325,Studies in Social Justice,1911-4788,0.314
15326,Accounting Historians Journal,0148-4184,0.313
15326,Accounting Historians Journal,2327-4468,0.313
15327,Annals of Esophagus,2616-2784,0.313
15328,Archives of Mining Sciences,0860-7001,0.313
15328,Archives of Mining Sciences,1689-0469,0.313
15329,Boletin de la Asociacion de Geografos Espanoles,2605-3322,0.313
15329,Boletin de la Asociacion de Geografos Espanoles,0212-9426,0.313
15330,Cuadernos de Gestion,1131-6837,0.313
15330,Cuadernos de Gestion,1988-2157,0.313
15331,"East Asian Science, Technology and Society",1875-2152,0.313
15331,"East Asian Science, Technology and Society",1875-2160,0.313
15332,Education Policy Analysis Archives,1068-2341,0.313
15333,Geochemical Journal,0016-7002,0.313
15334,Grey Journal,1574-180X,0.313
15334,Grey Journal,1574-1796,0.313
15335,GRUR International,2632-8623,0.313
15335,GRUR International,2632-8550,0.313
15336,Guangdian Gongcheng/Opto-Electronic Engineering,1003-501X,0.313
15337,Hanneng Cailiao/Chinese Journal of Energetic Materials,1006-9941,0.313
15338,International Journal of Computer Applications in Technology,0952-8091,0.313
15339,International Journal of Education and the Arts,1529-8094,0.313
15340,International Journal of Human Capital and Information Technology Professionals,1947-3486,0.313
15340,International Journal of Human Capital and Information Technology Professionals,1947-3478,0.313
15341,International Journal of Intelligent Engineering and Systems,2185-3118,0.313
15341,International Journal of Intelligent Engineering and Systems,2185-310X,0.313
15342,Journal of Economic Interaction and Coordination,1860-711X,0.313
15342,Journal of Economic Interaction and Coordination,1860-7128,0.313
15343,Journal of Forest Science,1805-935X,0.313
15343,Journal of Forest Science,1212-4834,0.313
15344,Journal of Islamic Studies,0955-2340,0.313
15344,Journal of Islamic Studies,1471-6917,0.313
15345,Journal of Posthumanism,2634-3584,0.313
15345,Journal of Posthumanism,2634-3576,0.313
15346,Journal of the Chilean Chemical Society,0717-9324,0.313
15346,Journal of the Chilean Chemical Society,0717-9707,0.313
15347,Magnetic Resonance Letters,2097-0048,0.313
15347,Magnetic Resonance Letters,2772-5162,0.313
15348,Negotiation and Conflict Management Research,1750-4716,0.313
15348,Negotiation and Conflict Management Research,1750-4708,0.313
15349,Open House International,2633-9838,0.313
15349,Open House International,0168-2601,0.313
15350,Pediatric Physical Therapy,0898-5669,0.313
15350,Pediatric Physical Therapy,1538-005X,0.313
15351,Problems and Perspectives in Management,1727-7051,0.313
15351,Problems and Perspectives in Management,1810-5467,0.313
15352,Quality Management in Health Care,1550-5154,0.313
15352,Quality Management in Health Care,1063-8628,0.313
15353,Settler Colonial Studies,1838-0743,0.313
15353,Settler Colonial Studies,2201-473X,0.313
15354,Vysshee Obrazovanie v Rossii,0869-3617,0.313
15354,Vysshee Obrazovanie v Rossii,2072-0459,0.313
15355,Zeitschrift fur Psychosomatische Medizin und Psychotherapie,1438-3608,0.313
15356,Analysis Mathematica,1588-273X,0.312
15356,Analysis Mathematica,0133-3852,0.312
15357,Applied Geophysics,1672-7975,0.312
15358,Archaeologies,1555-8622,0.312
15358,Archaeologies,1935-3987,0.312
15359,Asian Journal of Law and Economics,2154-4611,0.312
15360,Biological Rhythm Research,1744-4179,0.312
15360,Biological Rhythm Research,0929-1016,0.312
15361,Canadian Journal of Nonprofit and Social Economy Research,1920-9355,0.312
15362,Central European Business Review,1805-4854,0.312
15362,Central European Business Review,1805-4862,0.312
15363,Etnografia,2618-8600,0.312
15363,Etnografia,2687-0789,0.312
15364,European Heart Journal - Case Reports,2514-2119,0.312
15365,Himalayan Geology,0971-8966,0.312
15366,International Journal of Fuzzy Logic and Intelligent Systems,2093-744X,0.312
15366,International Journal of Fuzzy Logic and Intelligent Systems,1598-2645,0.312
15367,"International Journal of Gas Turbine, Propulsion and Power Systems",1882-5079,0.312
15368,Italian Journal of Food Science,1120-1770,0.312
15369,Journal of Computer Science and Technology(Argentina),1666-6046,0.312
15369,Journal of Computer Science and Technology(Argentina),1666-6038,0.312
15370,Journal of Pharmaceutical Health Care and Sciences,2055-0294,0.312
15371,Journal of Retirement,2326-6902,0.312
15371,Journal of Retirement,2326-6899,0.312
15372,Journal of Social Ontology,2196-9663,0.312
15373,Journal of Statistical Theory and Practice,1559-8616,0.312
15373,Journal of Statistical Theory and Practice,1559-8608,0.312
15374,Leprosy Review,0305-7518,0.312
15375,Materials Research,1516-1439,0.312
15376,Proceedings of Meetings on Acoustics,1939-800X,0.312
15377,Proceedings of the National Academy of Sciences India Section B - Biological Sciences,0369-8211,0.312
15377,Proceedings of the National Academy of Sciences India Section B - Biological Sciences,2250-1746,0.312
15378,Public Services Quarterly,1522-9114,0.312
15378,Public Services Quarterly,1522-8959,0.312
15379,Quarterly Journal of Austrian Economics,1936-4806,0.312
15379,Quarterly Journal of Austrian Economics,1098-3708,0.312
15380,Rehabilitation Nursing,0278-4807,0.312
15381,Religious Education,1547-3201,0.312
15381,Religious Education,0034-4087,0.312
15382,Revista Brasileira de Entomologia,0085-5626,0.312
15382,Revista Brasileira de Entomologia,1806-9665,0.312
15383,Revista Electronica Complutense de Investigacion en Educacion Musical,1698-7454,0.312
15384,SAE International Journal of Fuels and Lubricants,1946-3960,0.312
15384,SAE International Journal of Fuels and Lubricants,1946-3952,0.312
15385,Scientia Iranica,1026-3098,0.312
15386,Voprosy Ekonomiki,0042-8736,0.312
15387,Westminster Papers in Communication and Culture,1744-6716,0.312
15388,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice,1000-6788,0.312
15389,AIAA/IEEE Digital Avionics Systems Conference - Proceedings,2155-7195,0.311
15390,Biochemical Systematics and Ecology,0305-1978,0.311
15391,Center for Educational Policy Studies Journal,1855-9719,0.311
15391,Center for Educational Policy Studies Journal,2232-2647,0.311
15392,Cutis,0011-4162,0.311
15392,Cutis,2326-6929,0.311
15393,European Journal of Mass Spectrometry,1751-6838,0.311
15393,European Journal of Mass Spectrometry,1469-0667,0.311
15394,Gyroscopy and Navigation,2075-1109,0.311
15394,Gyroscopy and Navigation,2075-1087,0.311
15395,Health Marketing Quarterly,1545-0864,0.311
15395,Health Marketing Quarterly,0735-9683,0.311
15396,International Journal of Dream Research,1866-7953,0.311
15397,International Journal of Hydrology Science and Technology,2042-7808,0.311
15397,International Journal of Hydrology Science and Technology,2042-7816,0.311
15398,International Journal of Space Structures,0956-0599,0.311
15398,International Journal of Space Structures,2059-8033,0.311
15399,Jordan Journal of Pharmaceutical Sciences,1995-7157,0.311
15400,Journal of Alternative Investments,1520-3255,0.311
15401,Journal of Coordination Chemistry,1029-0389,0.311
15401,Journal of Coordination Chemistry,0095-8972,0.311
15402,Journal of Curriculum Studies Research,2690-2788,0.311
15403,Journal of Fish and Wildlife Management,1944-687X,0.311
15404,Journal of the Geological Society of Korea,0435-4036,0.311
15404,Journal of the Geological Society of Korea,2288-7377,0.311
15405,Lifestyle Medicine,2688-3740,0.311
15406,Lixue Xuebao/Chinese Journal of Theoretical and Applied Mechanics,0459-1879,0.311
15407,Medicinski Glasnik,1840-2445,0.311
15407,Medicinski Glasnik,1840-0132,0.311
15408,Medycyna Pracy,0465-5893,0.311
15409,New Space,2168-0264,0.311
15409,New Space,2168-0256,0.311
15410,Physical Activity Review,2300-5076,0.311
15411,"primary care companion for CNS disorders, The",2155-7780,0.311
15412,Psychotherapie,2731-7161,0.311
15412,Psychotherapie,2731-717X,0.311
15413,Trudy Instituta Matematiki i Mekhaniki UrO RAN,2658-4786,0.311
15413,Trudy Instituta Matematiki i Mekhaniki UrO RAN,0134-4889,0.311
15414,William and Mary Quarterly,0043-5597,0.311
15415,Acta Virologica,1336-2305,0.31
15415,Acta Virologica,0001-723X,0.31
15416,Annales Zoologici Fennici,0003-455X,0.31
15417,Australian Journal of Botany,0067-1924,0.31
15417,Australian Journal of Botany,1444-9862,0.31
15418,Cardiology Discovery,2693-8499,0.31
15418,Cardiology Discovery,2096-952X,0.31
15419,Continuum,1469-3666,0.31
15419,Continuum,1030-4312,0.31
